"","bacteria","timepoint",".y.","group1","group2","p","p.format","p.signif","method","p.adj","p.adj.signif","taxa_level"
"582","GGB30297","D26","mean","Ctl Male","EtOH Female",0.898101898101898,"0.89810","ns","Wilcoxon",0.898101898101898,"ns","genius"
"583","GGB30300","D26","mean","EtOH Male","Ctl Female",0.00938590720905565,"0.00939","**","Wilcoxon",0.0112630886508668,"*","genius"
"584","GGB30300","D26","mean","EtOH Male","Ctl Male",0.00332136518908046,"0.00332","**","Wilcoxon",0.00498204778362068,"**","genius"
"585","GGB30300","D26","mean","EtOH Male","EtOH Female",0.000575894693541752,"0.00058","***","Wilcoxon",0.00345536816125051,"**","genius"
"586","GGB30300","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.423710797166793,"ns","genius"
"587","GGB30300","D26","mean","Ctl Female","EtOH Female",0.00301593555304258,"0.00302","**","Wilcoxon",0.00498204778362068,"**","genius"
"588","GGB30300","D26","mean","Ctl Male","EtOH Female",0.00269972059649948,"0.00270","**","Wilcoxon",0.00498204778362068,"**","genius"
"589","GGB30301","D26","mean","EtOH Male","Ctl Female",0.0313694951401905,"0.03137","*","Wilcoxon",0.0470542427102857,"*","genius"
"590","GGB30301","D26","mean","EtOH Male","Ctl Male",0.0313694951401905,"0.03137","*","Wilcoxon",0.0470542427102857,"*","genius"
"591","GGB30301","D26","mean","EtOH Male","EtOH Female",0.00165150059816207,"0.00165","**","Wilcoxon",0.00990900358897241,"**","genius"
"592","GGB30301","D26","mean","Ctl Female","Ctl Male",0.420634920634921,"0.42063","ns","Wilcoxon",0.420634920634921,"ns","genius"
"593","GGB30301","D26","mean","Ctl Female","EtOH Female",0.146853146853147,"0.14685","ns","Wilcoxon",0.176223776223776,"ns","genius"
"594","GGB30301","D26","mean","Ctl Male","EtOH Female",0.028971028971029,"0.02897","*","Wilcoxon",0.0470542427102857,"*","genius"
"595","GGB30302","D26","mean","EtOH Male","Ctl Female",0.00621600621600622,"0.00622","**","Wilcoxon",0.00745920745920746,"**","genius"
"596","GGB30302","D26","mean","EtOH Male","Ctl Male",0.00621600621600622,"0.00622","**","Wilcoxon",0.00745920745920746,"**","genius"
"597","GGB30302","D26","mean","EtOH Male","EtOH Female",0.00156314273961333,"0.00156","**","Wilcoxon",0.00312628547922666,"**","genius"
"598","GGB30302","D26","mean","Ctl Female","Ctl Male",0.420634920634921,"0.42063","ns","Wilcoxon",0.420634920634921,"ns","genius"
"599","GGB30302","D26","mean","Ctl Female","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.002997002997003,"**","genius"
"600","GGB30302","D26","mean","Ctl Male","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.002997002997003,"**","genius"
"601","GGB30303","D26","mean","EtOH Male","Ctl Female",0.00379708673469356,"0.00380","**","Wilcoxon",0.00970010051640343,"**","genius"
"602","GGB30303","D26","mean","EtOH Male","Ctl Male",0.00646673367760229,"0.00647","**","Wilcoxon",0.00970010051640343,"**","genius"
"603","GGB30303","D26","mean","EtOH Male","EtOH Female",0.0592348827642945,"0.05923","ns","Wilcoxon",0.0710818593171534,"ns","genius"
"604","GGB30303","D26","mean","Ctl Female","Ctl Male",0.607235543774111,"0.60724","ns","Wilcoxon",0.607235543774111,"ns","genius"
"605","GGB30303","D26","mean","Ctl Female","EtOH Female",0.00301593555304258,"0.00302","**","Wilcoxon",0.00970010051640343,"**","genius"
"606","GGB30303","D26","mean","Ctl Male","EtOH Female",0.00491749253026291,"0.00492","**","Wilcoxon",0.00970010051640343,"**","genius"
"607","GGB30408","D26","mean","EtOH Male","Ctl Female",0.268381627292761,"0.26838","ns","Wilcoxon",0.402572440939141,"ns","genius"
"608","GGB30408","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.423710797166793,"ns","genius"
"609","GGB30408","D26","mean","Ctl Female","EtOH Female",0.233037982273905,"0.23304","ns","Wilcoxon",0.402572440939141,"ns","genius"
"610","GGB30414","D26","mean","EtOH Male","Ctl Female",0.0894057315056793,"0.08941","ns","Wilcoxon",0.0894057315056793,"ns","genius"
"611","GGB30414","D26","mean","EtOH Male","Ctl Male",0.0894057315056793,"0.08941","ns","Wilcoxon",0.0894057315056793,"ns","genius"
"612","GGB30414","D26","mean","EtOH Male","EtOH Female",0.0236622064653201,"0.02366","*","Wilcoxon",0.0709866193959603,"ns","genius"
"613","GGB30453","D26","mean","EtOH Male","Ctl Female",0.0833317757834305,"0.08333","ns","Wilcoxon",0.166663551566861,"ns","genius"
"614","GGB30453","D26","mean","EtOH Male","Ctl Male",0.0195960240063568,"0.01960","*","Wilcoxon",0.0587880720190703,"ns","genius"
"615","GGB30453","D26","mean","EtOH Male","EtOH Female",0.000838760316132548,"0.00084","***","Wilcoxon",0.00503256189679529,"**","genius"
"616","GGB30453","D26","mean","Ctl Female","Ctl Male",1,"1.00000","ns","Wilcoxon",1,"ns","genius"
"617","GGB30453","D26","mean","Ctl Female","EtOH Female",0.233037982273905,"0.23304","ns","Wilcoxon",0.279645578728686,"ns","genius"
"618","GGB30453","D26","mean","Ctl Male","EtOH Female",0.233037982273905,"0.23304","ns","Wilcoxon",0.279645578728686,"ns","genius"
"619","GGB30454","D26","mean","EtOH Male","Ctl Female",0.0108780108780109,"0.01088","*","Wilcoxon",0.0163170163170163,"*","genius"
"620","GGB30454","D26","mean","EtOH Male","Ctl Male",0.00155400155400155,"0.00155","**","Wilcoxon",0.00310800310800311,"**","genius"
"621","GGB30454","D26","mean","EtOH Male","EtOH Female",8.22706705059646e-05,"8.2e-05","****","Wilcoxon",0.000493624023035788,"***","genius"
"622","GGB30454","D26","mean","Ctl Female","Ctl Male",0.150793650793651,"0.15079","ns","Wilcoxon",0.150793650793651,"ns","genius"
"623","GGB30454","D26","mean","Ctl Female","EtOH Female",0.111888111888112,"0.11189","ns","Wilcoxon",0.134265734265734,"ns","genius"
"624","GGB30454","D26","mean","Ctl Male","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.002997002997003,"**","genius"
"625","GGB30455","D26","mean","EtOH Male","Ctl Female",0.00155400155400155,"0.00155","**","Wilcoxon",0.003996003996004,"**","genius"
"626","GGB30455","D26","mean","EtOH Male","Ctl Male",0.00310800310800311,"0.00311","**","Wilcoxon",0.00466200466200466,"**","genius"
"627","GGB30455","D26","mean","EtOH Male","EtOH Female",0.276593994241053,"0.27659","ns","Wilcoxon",0.276593994241053,"ns","genius"
"628","GGB30455","D26","mean","Ctl Female","Ctl Male",0.00793650793650794,"0.00794","**","Wilcoxon",0.00952380952380952,"**","genius"
"629","GGB30455","D26","mean","Ctl Female","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.003996003996004,"**","genius"
"630","GGB30455","D26","mean","Ctl Male","EtOH Female",0.001998001998002,"0.00200","**","Wilcoxon",0.003996003996004,"**","genius"
"631","GGB30457","D26","mean","EtOH Male","Ctl Female",0.284382284382284,"0.28438","ns","Wilcoxon",0.341258741258741,"ns","genius"
"632","GGB30457","D26","mean","EtOH Male","Ctl Male",0.0186480186480186,"0.01865","*","Wilcoxon",0.0434565434565435,"*","genius"
"633","GGB30457","D26","mean","EtOH Male","EtOH Female",0.0273961332784862,"0.02740","*","Wilcoxon",0.0434565434565435,"*","genius"
"634","GGB30457","D26","mean","Ctl Female","Ctl Male",0.00793650793650794,"0.00794","**","Wilcoxon",0.0434565434565435,"*","genius"
"635","GGB30457","D26","mean","Ctl Female","EtOH Female",0.028971028971029,"0.02897","*","Wilcoxon",0.0434565434565435,"*","genius"
"636","GGB30457","D26","mean","Ctl Male","EtOH Female",0.437562437562438,"0.43756","ns","Wilcoxon",0.437562437562438,"ns","genius"
"637","GGB30461","D26","mean","EtOH Male","Ctl Female",0.0635280748266519,"0.06353","ns","Wilcoxon",0.127056149653304,"ns","genius"
"638","GGB30461","D26","mean","EtOH Male","Ctl Male",0.354312354312354,"0.35431","ns","Wilcoxon",0.531468531468531,"ns","genius"
"639","GGB30461","D26","mean","EtOH Male","EtOH Female",0.672974084738791,"0.67297","ns","Wilcoxon",0.807568901686549,"ns","genius"
"640","GGB30461","D26","mean","Ctl Female","Ctl Male",0.0524116286710287,"0.05241","ns","Wilcoxon",0.127056149653304,"ns","genius"
"641","GGB30461","D26","mean","Ctl Female","EtOH Female",0.0408094943306458,"0.04081","*","Wilcoxon",0.127056149653304,"ns","genius"
"642","GGB30461","D26","mean","Ctl Male","EtOH Female",0.898101898101898,"0.89810","ns","Wilcoxon",0.898101898101898,"ns","genius"
"643","GGB30463","D26","mean","EtOH Male","Ctl Female",0.127428127428127,"0.12743","ns","Wilcoxon",0.382284382284382,"ns","genius"
"644","GGB30463","D26","mean","EtOH Male","Ctl Male",0.0295260295260295,"0.02953","*","Wilcoxon",0.177156177156177,"ns","genius"
"645","GGB30463","D26","mean","EtOH Male","EtOH Female",0.235870012340601,"0.23587","ns","Wilcoxon",0.471740024681201,"ns","genius"
"646","GGB30463","D26","mean","Ctl Female","Ctl Male",0.420634920634921,"0.42063","ns","Wilcoxon",0.630952380952381,"ns","genius"
"647","GGB30463","D26","mean","Ctl Female","EtOH Female",0.699300699300699,"0.69930","ns","Wilcoxon",0.699300699300699,"ns","genius"
"648","GGB30463","D26","mean","Ctl Male","EtOH Female",0.699300699300699,"0.69930","ns","Wilcoxon",0.699300699300699,"ns","genius"
"649","GGB30468","D26","mean","EtOH Male","Ctl Female",0.00310800310800311,"0.00311","**","Wilcoxon",0.0186480186480186,"*","genius"
"650","GGB30468","D26","mean","EtOH Male","Ctl Male",0.435120435120435,"0.43512","ns","Wilcoxon",0.652680652680653,"ns","genius"
"651","GGB30468","D26","mean","EtOH Male","EtOH Female",0.888358700123406,"0.88836","ns","Wilcoxon",0.888358700123406,"ns","genius"
"652","GGB30468","D26","mean","Ctl Female","Ctl Male",0.0158730158730159,"0.01587","*","Wilcoxon",0.0317460317460317,"*","genius"
"653","GGB30468","D26","mean","Ctl Female","EtOH Female",0.00699300699300699,"0.00699","**","Wilcoxon",0.020979020979021,"*","genius"
"654","GGB30468","D26","mean","Ctl Male","EtOH Female",0.797202797202797,"0.79720","ns","Wilcoxon",0.888358700123406,"ns","genius"
"655","GGB30473","D26","mean","EtOH Male","Ctl Female",0.127428127428127,"0.12743","ns","Wilcoxon",0.191142191142191,"ns","genius"
"656","GGB30473","D26","mean","EtOH Male","Ctl Male",0.0652680652680653,"0.06527","ns","Wilcoxon",0.165834165834166,"ns","genius"
"657","GGB30473","D26","mean","EtOH Male","EtOH Female",0.742986425339367,"0.74299","ns","Wilcoxon",0.742986425339367,"ns","genius"
"658","GGB30473","D26","mean","Ctl Female","Ctl Male",0.420634920634921,"0.42063","ns","Wilcoxon",0.504761904761905,"ns","genius"
"659","GGB30473","D26","mean","Ctl Female","EtOH Female",0.0829170829170829,"0.08292","ns","Wilcoxon",0.165834165834166,"ns","genius"
"660","GGB30473","D26","mean","Ctl Male","EtOH Female",0.028971028971029,"0.02897","*","Wilcoxon",0.165834165834166,"ns","genius"
"661","GGB30475","D26","mean","EtOH Male","Ctl Female",0.435120435120435,"0.43512","ns","Wilcoxon",0.652680652680653,"ns","genius"
"662","GGB30475","D26","mean","EtOH Male","Ctl Male",1,"1.00000","ns","Wilcoxon",1,"ns","genius"
"663","GGB30475","D26","mean","EtOH Male","EtOH Female",0.0273961332784862,"0.02740","*","Wilcoxon",0.0821883998354587,"ns","genius"
"664","GGB30475","D26","mean","Ctl Female","Ctl Male",0.547619047619048,"0.54762","ns","Wilcoxon",0.657142857142857,"ns","genius"
"665","GGB30475","D26","mean","Ctl Female","EtOH Female",0.018981018981019,"0.01898","*","Wilcoxon",0.0821883998354587,"ns","genius"
"666","GGB30475","D26","mean","Ctl Male","EtOH Female",0.0829170829170829,"0.08292","ns","Wilcoxon",0.165834165834166,"ns","genius"
"667","GGB30861","D26","mean","EtOH Male","Ctl Female",0.00332136518908046,"0.00332","**","Wilcoxon",0.00820107254720908,"**","genius"
"668","GGB30861","D26","mean","EtOH Male","Ctl Male",0.00410053627360454,"0.00410","**","Wilcoxon",0.00820107254720908,"**","genius"
"669","GGB30861","D26","mean","EtOH Male","EtOH Female",0.000400726835788971,"0.00040","***","Wilcoxon",0.00240436101473383,"**","genius"
"670","GGB30861","D26","mean","Ctl Female","Ctl Male",0.179712494879,"0.17971","ns","Wilcoxon",0.2695687423185,"ns","genius"
"671","GGB30861","D26","mean","Ctl Female","EtOH Female",0.324872097767525,"0.32487","ns","Wilcoxon",0.358325102625798,"ns","genius"
"672","GGB30861","D26","mean","Ctl Male","EtOH Female",0.358325102625798,"0.35833","ns","Wilcoxon",0.358325102625798,"ns","genius"
"673","GGB31184","D26","mean","EtOH Male","Ctl Female",0.00155400155400155,"0.00155","**","Wilcoxon",0.00310800310800311,"**","genius"
"674","GGB31184","D26","mean","EtOH Male","Ctl Male",0.00155400155400155,"0.00155","**","Wilcoxon",0.00310800310800311,"**","genius"
"675","GGB31184","D26","mean","EtOH Male","EtOH Female",8.22706705059646e-05,"8.2e-05","****","Wilcoxon",0.000493624023035788,"***","genius"
"676","GGB31184","D26","mean","Ctl Female","Ctl Male",1,"1.00000","ns","Wilcoxon",1,"ns","genius"
"677","GGB31184","D26","mean","Ctl Female","EtOH Female",0.0829170829170829,"0.08292","ns","Wilcoxon",0.124375624375624,"ns","genius"
"678","GGB31184","D26","mean","Ctl Male","EtOH Female",0.297702297702298,"0.29770","ns","Wilcoxon",0.357242757242757,"ns","genius"
"679","GGB31312","D26","mean","EtOH Male","Ctl Female",0.0210274842466082,"0.02103","*","Wilcoxon",0.0262843553082602,"*","genius"
"680","GGB31312","D26","mean","EtOH Male","Ctl Male",0.0210274842466082,"0.02103","*","Wilcoxon",0.0262843553082602,"*","genius"
"681","GGB31312","D26","mean","EtOH Male","EtOH Female",0.529132463522389,"0.52913","ns","Wilcoxon",0.529132463522389,"ns","genius"
"682","GGB31312","D26","mean","Ctl Female","EtOH Female",0.0154987465224652,"0.01550","*","Wilcoxon",0.0262843553082602,"*","genius"
"683","GGB31312","D26","mean","Ctl Male","EtOH Female",0.0154987465224652,"0.01550","*","Wilcoxon",0.0262843553082602,"*","genius"
"684","GGB31841","D26","mean","EtOH Male","Ctl Female",0.0894057315056793,"0.08941","ns","Wilcoxon",0.0894057315056793,"ns","genius"
"685","GGB31841","D26","mean","EtOH Male","Ctl Male",0.0894057315056793,"0.08941","ns","Wilcoxon",0.0894057315056793,"ns","genius"
"686","GGB31841","D26","mean","EtOH Male","EtOH Female",0.0236622064653201,"0.02366","*","Wilcoxon",0.0709866193959603,"ns","genius"
"687","GGB3793","D26","mean","EtOH Male","Ctl Female",0.00410053627360454,"0.00410","**","Wilcoxon",0.0123016088208136,"*","genius"
"688","GGB3793","D26","mean","EtOH Male","Ctl Male",0.55267747077423,"0.55268","ns","Wilcoxon",0.55267747077423,"ns","genius"
"689","GGB3793","D26","mean","EtOH Male","EtOH Female",0.201021004309918,"0.20102","ns","Wilcoxon",0.241225205171901,"ns","genius"
"690","GGB3793","D26","mean","Ctl Female","Ctl Male",0.00793650793650794,"0.00794","**","Wilcoxon",0.0158730158730159,"*","genius"
"691","GGB3793","D26","mean","Ctl Female","EtOH Female",0.00321587064603135,"0.00322","**","Wilcoxon",0.0123016088208136,"*","genius"
"692","GGB3793","D26","mean","Ctl Male","EtOH Female",0.0505906845403994,"0.05059","ns","Wilcoxon",0.0758860268105991,"ns","genius"
"693","GGB42601","D26","mean","EtOH Male","Ctl Female",0.00155400155400155,"0.00155","**","Wilcoxon",0.00233100233100233,"**","genius"
"694","GGB42601","D26","mean","EtOH Male","Ctl Male",0.00155400155400155,"0.00155","**","Wilcoxon",0.00233100233100233,"**","genius"
"695","GGB42601","D26","mean","EtOH Male","EtOH Female",8.22706705059646e-05,"8.2e-05","****","Wilcoxon",0.000493624023035788,"***","genius"
"696","GGB42601","D26","mean","Ctl Female","Ctl Male",0.0555555555555556,"0.05556","ns","Wilcoxon",0.0666666666666667,"ns","genius"
"697","GGB42601","D26","mean","Ctl Female","EtOH Female",0.0829170829170829,"0.08292","ns","Wilcoxon",0.0829170829170829,"ns","genius"
"698","GGB42601","D26","mean","Ctl Male","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.00233100233100233,"**","genius"
"699","GGB42619","D26","mean","EtOH Male","Ctl Female",0.0894057315056793,"0.08941","ns","Wilcoxon",0.134108597258519,"ns","genius"
"700","GGB42619","D26","mean","EtOH Male","Ctl Male",0.8213022129574,"0.82130","ns","Wilcoxon",0.985562655548881,"ns","genius"
"701","GGB42619","D26","mean","EtOH Male","EtOH Female",1,"1.00000","ns","Wilcoxon",1,"ns","genius"
"702","GGB42619","D26","mean","Ctl Female","Ctl Male",0.0253698598220537,"0.02537","*","Wilcoxon",0.0761095794661611,"ns","genius"
"703","GGB42619","D26","mean","Ctl Female","EtOH Female",0.00269972059649948,"0.00270","**","Wilcoxon",0.0161983235789969,"*","genius"
"704","GGB42619","D26","mean","Ctl Male","EtOH Female",0.0829170829170829,"0.08292","ns","Wilcoxon",0.134108597258519,"ns","genius"
"705","GGB4533","D26","mean","EtOH Male","Ctl Female",0.294952935439746,"0.29495","ns","Wilcoxon",0.306095482874403,"ns","genius"
"706","GGB4533","D26","mean","EtOH Male","Ctl Male",0.294952935439746,"0.29495","ns","Wilcoxon",0.306095482874403,"ns","genius"
"707","GGB4533","D26","mean","EtOH Male","EtOH Female",0.306095482874403,"0.30610","ns","Wilcoxon",0.306095482874403,"ns","genius"
"708","GGB4533","D26","mean","Ctl Female","EtOH Female",0.0622268952200788,"0.06223","ns","Wilcoxon",0.155567238050197,"ns","genius"
"709","GGB4533","D26","mean","Ctl Male","EtOH Female",0.0622268952200788,"0.06223","ns","Wilcoxon",0.155567238050197,"ns","genius"
"710","GGB4538","D26","mean","EtOH Male","Ctl Female",0.0894057315056793,"0.08941","ns","Wilcoxon",0.268217194517038,"ns","genius"
"711","GGB4538","D26","mean","EtOH Male","Ctl Male",0.277974874223793,"0.27797","ns","Wilcoxon",0.41696231133569,"ns","genius"
"712","GGB4538","D26","mean","EtOH Male","EtOH Female",0.878875898060473,"0.87888","ns","Wilcoxon",0.878875898060473,"ns","genius"
"713","GGB4538","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.508452956600152,"ns","genius"
"714","GGB4538","D26","mean","Ctl Female","EtOH Female",0.0622268952200788,"0.06223","ns","Wilcoxon",0.268217194517038,"ns","genius"
"715","GGB4538","D26","mean","Ctl Male","EtOH Female",0.139787801566035,"0.13979","ns","Wilcoxon",0.27957560313207,"ns","genius"
"716","GGB45514","D26","mean","EtOH Male","Ctl Female",0.832944832944833,"0.83294","ns","Wilcoxon",0.832944832944833,"ns","genius"
"717","GGB45514","D26","mean","EtOH Male","Ctl Male",0.106863714993379,"0.10686","ns","Wilcoxon",0.22027972027972,"ns","genius"
"718","GGB45514","D26","mean","EtOH Male","EtOH Female",0.113944878650761,"0.11394","ns","Wilcoxon",0.22027972027972,"ns","genius"
"719","GGB45514","D26","mean","Ctl Female","Ctl Male",0.0555555555555556,"0.05556","ns","Wilcoxon",0.22027972027972,"ns","genius"
"720","GGB45514","D26","mean","Ctl Female","EtOH Female",0.146853146853147,"0.14685","ns","Wilcoxon",0.22027972027972,"ns","genius"
"721","GGB45514","D26","mean","Ctl Male","EtOH Female",0.518481518481518,"0.51848","ns","Wilcoxon",0.622177822177822,"ns","genius"
"722","GGB45536","D26","mean","EtOH Male","Ctl Female",0.0748702531187531,"0.07487","ns","Wilcoxon",0.149740506237506,"ns","genius"
"723","GGB45536","D26","mean","EtOH Male","Ctl Male",0.832944832944833,"0.83294","ns","Wilcoxon",0.832944832944833,"ns","genius"
"724","GGB45536","D26","mean","EtOH Male","EtOH Female",0.321266968325792,"0.32127","ns","Wilcoxon",0.38552036199095,"ns","genius"
"725","GGB45536","D26","mean","Ctl Female","Ctl Male",0.0570079424648854,"0.05701","ns","Wilcoxon",0.149740506237506,"ns","genius"
"726","GGB45536","D26","mean","Ctl Female","EtOH Female",0.0159254523493624,"0.01593","*","Wilcoxon",0.0955527140961746,"ns","genius"
"727","GGB45536","D26","mean","Ctl Male","EtOH Female",0.297702297702298,"0.29770","ns","Wilcoxon",0.38552036199095,"ns","genius"
"728","GGB45564","D26","mean","EtOH Male","Ctl Female",0.452610129477836,"0.45261","ns","Wilcoxon",0.58994796841623,"ns","genius"
"729","GGB45564","D26","mean","EtOH Male","Ctl Male",0.58994796841623,"0.58995","ns","Wilcoxon",0.58994796841623,"ns","genius"
"730","GGB45564","D26","mean","EtOH Male","EtOH Female",0.509012826855569,"0.50901","ns","Wilcoxon",0.58994796841623,"ns","genius"
"731","GGB45564","D26","mean","Ctl Female","Ctl Male",0.480176889906077,"0.48018","ns","Wilcoxon",0.58994796841623,"ns","genius"
"732","GGB45564","D26","mean","Ctl Female","EtOH Female",0.237497325396151,"0.23750","ns","Wilcoxon",0.58994796841623,"ns","genius"
"733","GGB45564","D26","mean","Ctl Male","EtOH Female",0.405032899388128,"0.40503","ns","Wilcoxon",0.58994796841623,"ns","genius"
"734","GGB45624","D26","mean","EtOH Male","Ctl Female",0.00621600621600622,"0.00622","**","Wilcoxon",0.00932400932400932,"**","genius"
"735","GGB45624","D26","mean","EtOH Male","Ctl Male",0.943278943278943,"0.94328","ns","Wilcoxon",0.943278943278943,"ns","genius"
"736","GGB45624","D26","mean","EtOH Male","EtOH Female",8.22706705059646e-05,"8.2e-05","****","Wilcoxon",0.000493624023035788,"***","genius"
"737","GGB45624","D26","mean","Ctl Female","Ctl Male",0.0317460317460317,"0.03175","*","Wilcoxon",0.0380952380952381,"*","genius"
"738","GGB45624","D26","mean","Ctl Female","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.001998001998002,"**","genius"
"739","GGB45624","D26","mean","Ctl Male","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.001998001998002,"**","genius"
"740","GGB45656","D26","mean","EtOH Male","Ctl Female",0.727009731456113,"0.72701","ns","Wilcoxon",0.727009731456113,"ns","genius"
"741","GGB45656","D26","mean","EtOH Male","Ctl Male",0.527089256865538,"0.52709","ns","Wilcoxon",0.632507108238646,"ns","genius"
"742","GGB45656","D26","mean","EtOH Male","EtOH Female",0.000400726835788971,"0.00040","***","Wilcoxon",0.00240436101473383,"**","genius"
"743","GGB45656","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.632507108238646,"ns","genius"
"744","GGB45656","D26","mean","Ctl Female","EtOH Female",0.0796533805034662,"0.07965","ns","Wilcoxon",0.159306761006932,"ns","genius"
"745","GGB45656","D26","mean","Ctl Male","EtOH Female",0.00269972059649948,"0.00270","**","Wilcoxon",0.00809916178949844,"**","genius"
"746","GGB46159","D26","mean","EtOH Male","Ctl Female",0.0451928431169226,"0.04519","*","Wilcoxon",0.0542314117403071,"ns","genius"
"747","GGB46159","D26","mean","EtOH Male","Ctl Male",0.00410053627360454,"0.00410","**","Wilcoxon",0.0123016088208136,"*","genius"
"748","GGB46159","D26","mean","EtOH Male","EtOH Female",0.192836482179591,"0.19284","ns","Wilcoxon",0.192836482179591,"ns","genius"
"749","GGB46159","D26","mean","Ctl Female","Ctl Male",0.00749495751693525,"0.00749","**","Wilcoxon",0.0149899150338705,"*","genius"
"750","GGB46159","D26","mean","Ctl Female","EtOH Female",0.00269972059649948,"0.00270","**","Wilcoxon",0.0123016088208136,"*","genius"
"751","GGB46159","D26","mean","Ctl Male","EtOH Female",0.028971028971029,"0.02897","*","Wilcoxon",0.0434565434565435,"*","genius"
"752","GGB70852","D26","mean","EtOH Male","Ctl Female",0.523698523698524,"0.52370","ns","Wilcoxon",0.523698523698524,"ns","genius"
"753","GGB70852","D26","mean","EtOH Male","Ctl Male",0.00155400155400155,"0.00155","**","Wilcoxon",0.00310800310800311,"**","genius"
"754","GGB70852","D26","mean","EtOH Male","EtOH Female",0.000575894693541752,"0.00058","***","Wilcoxon",0.002997002997003,"**","genius"
"755","GGB70852","D26","mean","Ctl Female","Ctl Male",0.00793650793650794,"0.00794","**","Wilcoxon",0.0119047619047619,"*","genius"
"756","GGB70852","D26","mean","Ctl Female","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.002997002997003,"**","genius"
"757","GGB70852","D26","mean","Ctl Male","EtOH Female",0.028971028971029,"0.02897","*","Wilcoxon",0.0347652347652348,"*","genius"
"758","GGB74395","D26","mean","EtOH Male","Ctl Female",0.0108780108780109,"0.01088","*","Wilcoxon",0.0163170163170163,"*","genius"
"759","GGB74395","D26","mean","EtOH Male","Ctl Male",0.724164724164724,"0.72416","ns","Wilcoxon",0.868997668997669,"ns","genius"
"760","GGB74395","D26","mean","EtOH Male","EtOH Female",8.22706705059646e-05,"8.2e-05","****","Wilcoxon",0.000493624023035788,"***","genius"
"761","GGB74395","D26","mean","Ctl Female","Ctl Male",0.00793650793650794,"0.00794","**","Wilcoxon",0.0158730158730159,"*","genius"
"762","GGB74395","D26","mean","Ctl Female","EtOH Female",1,"1.00000","ns","Wilcoxon",1,"ns","genius"
"763","GGB74395","D26","mean","Ctl Male","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.002997002997003,"**","genius"
"764","GGB74407","D26","mean","EtOH Male","Ctl Female",0.00332136518908046,"0.00332","**","Wilcoxon",0.00415170648635057,"**","genius"
"765","GGB74407","D26","mean","EtOH Male","Ctl Male",0.00332136518908046,"0.00332","**","Wilcoxon",0.00415170648635057,"**","genius"
"766","GGB74407","D26","mean","EtOH Male","EtOH Female",0.4234471410942,"0.42345","ns","Wilcoxon",0.4234471410942,"ns","genius"
"767","GGB74407","D26","mean","Ctl Female","EtOH Female",0.00269972059649948,"0.00270","**","Wilcoxon",0.00415170648635057,"**","genius"
"768","GGB74407","D26","mean","Ctl Male","EtOH Female",0.00269972059649948,"0.00270","**","Wilcoxon",0.00415170648635057,"**","genius"
"769","GGB75036","D26","mean","EtOH Male","Ctl Female",0.268381627292761,"0.26838","ns","Wilcoxon",0.322057952751313,"ns","genius"
"770","GGB75036","D26","mean","EtOH Male","Ctl Male",0.268381627292761,"0.26838","ns","Wilcoxon",0.322057952751313,"ns","genius"
"771","GGB75036","D26","mean","EtOH Male","EtOH Female",0.000310155592569271,"0.00031","***","Wilcoxon",0.00186093355541563,"**","genius"
"772","GGB75036","D26","mean","Ctl Female","Ctl Male",1,"1.00000","ns","Wilcoxon",1,"ns","genius"
"773","GGB75036","D26","mean","Ctl Female","EtOH Female",0.0104179359831587,"0.01042","*","Wilcoxon",0.0208358719663174,"*","genius"
"774","GGB75036","D26","mean","Ctl Male","EtOH Female",0.00301593555304258,"0.00302","**","Wilcoxon",0.00904780665912775,"**","genius"
"775","GGB75053","D26","mean","EtOH Male","Ctl Female",0.00155400155400155,"0.00155","**","Wilcoxon",0.00466200466200466,"**","genius"
"776","GGB75053","D26","mean","EtOH Male","Ctl Male",0.00155400155400155,"0.00155","**","Wilcoxon",0.00466200466200466,"**","genius"
"777","GGB75053","D26","mean","EtOH Male","EtOH Female",0.22876326221317,"0.22876","ns","Wilcoxon",0.423200787983861,"ns","genius"
"778","GGB75053","D26","mean","Ctl Female","Ctl Male",0.420634920634921,"0.42063","ns","Wilcoxon",0.423200787983861,"ns","genius"
"779","GGB75053","D26","mean","Ctl Female","EtOH Female",0.423200787983861,"0.42320","ns","Wilcoxon",0.423200787983861,"ns","genius"
"780","GGB75053","D26","mean","Ctl Male","EtOH Female",0.350117879302477,"0.35012","ns","Wilcoxon",0.423200787983861,"ns","genius"
